Link Product Page,title,ID,Stars out of 5,Reviewer Count
https://www.amazon.ae/Yellow-Platinum-Classic-Crystal-Adjustable/dp/B07DW8GY9N/ref=sr_1_83?qid=1686556435&s=fashion&sr=1-83,Yellow Chimes A5 Grade Platinum Plated Classic Crystal Adjustable Ring for Women and Girls (White),95,4.1,271
https://www.amazon.ae/Swarovski-Elements-Sterling-Crystal-Earrings/dp/B07MCLMT1V/ref=sr_1_84?qid=1686556435&s=fashion&sr=1-84,Swarovski Elements Crystal Gold Plated 925 Sterling Silver Studs Earrings for Women Gift Packing J.Rosée Fashion Jewelry,96,4.1,167
https://www.amazon.ae/Apsvo-Earrings-Lightweight-Waterdrop-Hypoallergenic/dp/B0BWXTBK53/ref=sr_1_85?qid=1686556435&s=fashion&sr=1-85,"Apsvo Chunky Gold Hoop Earrings for Women, Lightweight Waterdrop Hollow Open Hoops, Hypoallergenic Gold Plated Earrings Fashion Jewelry for Women Girls",97,4.3,331
https://www.amazon.ae/Yellow-Handmade-Stylish-Necklace-YCFJNK-153SHELL-WH/dp/B07X7PKYW5/ref=sr_1_86?qid=1686556435&s=fashion&sr=1-86,"Yellow Chimes Women's Cowrie Sea Shell and Base Metal Handmade Beach Stylish Choker Necklace (White, YCFJNK-153SHELL-WH)",98,4.2,163
https://www.amazon.ae/Necklace-Constellation-Necklaces-Jewelry-Horoscope/dp/B09CTKNR21/ref=sr_1_87?qid=1686556435&s=fashion&sr=1-87,12 Zodiac Signs Necklace for Women Girls Constellation Pendant Necklace Horoscope Necklaces for Women 12 Zodiac Sign Necklaces Jewelry Astrology Necklaces,99,3.7,20
https://www.amazon.ae/White-Plated-Zirconia-Tennis-Bracelet/dp/B07WV1Q68D/ref=sr_1_88?qid=1686556435&s=fashion&sr=1-88,14k White Gold Plated Round Cut 5 Cubic Zirconia Tennis Bracelet 7.5 inch for Men and Women,100,4.3,"1,062"
https://www.amazon.ae/Zaveri-Pearls-Contemporary-Earrings-Zpfk9516/dp/B08F4ZQ57T/ref=sr_1_89?qid=1686556435&s=fashion&sr=1-89,Zaveri Pearls Contemporary Stud Earrings For Women (Golden) (Zpfk9516),101,3.3,438
https://www.amazon.ae/KASTWAVE-Sterling-Zirconia-Sparkling-Earrings/dp/B09DPKLNK4/ref=sr_1_90?qid=1686556435&s=fashion&sr=1-90,KASTWAVE Ear Pods Clip 925 Sterling Silver Cubic Zirconia Sparkling Round Huggie Ear Cuff Earrings for Women Non Pierced Ear Pods Clip on Earrings,104,3.9,14
https://www.amazon.ae/Goodern-Bracelets-Stainless-Adjustable-Bracelets-Black/dp/B0BBQ2DQ1Y/ref=sr_1_91?qid=1686556435&s=fashion&sr=1-91,Goodern Luxury Bracelet Crown Beaded Bracelets Fashion Stainless Steel Cuff Bangle Micro Pave Zircon Bracelets Wristband Jewelry for Men Women Couple Jewelry Gift Adjustable Bracelets-Black,105,4.1,4
https://www.amazon.ae/Estele-Plated-Flower-Shaped-Earrings/dp/B08CQ6B1QH/ref=sr_1_92?qid=1686556435&s=fashion&sr=1-92,Estele 24Kt Gold Tone Plated Flower Shaped White Enamel Earrings,106,4.1,40
https://www.amazon.ae/Swarovski-Rose-gold-Pierced-Earrings-5299317/dp/B07357MVSC/ref=sr_1_93?qid=1686556435&s=fashion&sr=1-93,"Swarovski Bella Drop Pierced Earrings, with Grey Crystals, Rose-Gold Tone Plated Setting and Clear Crystal Pavé, a Part of the Bella Collection",107,4.6,"2,814"
https://www.amazon.ae/Stainless-Earrings-Hypoallergenic-Huggie-Silver/dp/B0B93RLTQ3/ref=sr_1_94?qid=1686556435&s=fashion&sr=1-94,4 Pairs Stainless Steel Small Hoop Earrings Clasp Hypoallergenic Huggie Earrings 6/8/10/12mm 316L Small Hoop Earrings or Men Women,108,3.8,9
https://www.amazon.ae/Beautiful-Clearance-Sale-Sterling-Rhinestones/dp/B07S94SHX9/ref=sr_1_95?qid=1686556435&s=fashion&sr=1-95,Beautiful Clearance Sale Sterling Silver Rhinestones Hoop Diamond Stud Earrings for Women,109,2.6,33
https://www.amazon.ae/SAILIMUE-Hypoallergenic-Stainless-Butterfly-Screwback/dp/B0BBSKM3HW/ref=sr_1_96?qid=1686556435&s=fashion&sr=1-96,SAILIMUE 10 Pairs Hypoallergenic Screw Back Earrings for Women Girls 316L Stainless Steel Heart CZ Flower Butterfly Screwback Stud Earring Cute Hoop Earring Set,110,4.5,65
https://www.amazon.ae/REVHQ-Bracelet-Fashion-Elegant-Bracelet/dp/B0BLZ4PTBT/ref=sr_1_97?qid=1686556435&s=fashion&sr=1-97,REVHQ Hetian Jade Gold Leaf Bracelet- Fashion Elegant Feng Shui Bracelet for Women Lucky Bracelet,111,5,2
https://www.amazon.ae/Stylish-Bohemian-Multicolour-Multilayer-Bracelet/dp/B0791BF9WL/ref=sr_1_98?qid=1686556435&s=fashion&sr=1-98,Yellow Chimes Stylish Bohemian Natural Stones Multicolour Beades Multilayer Bracelet for Women and Girls (Design 1),112,4,425
https://www.amazon.ae/YouBella-Necklace-Jewellery-Multi-colour-YBNK_5659/dp/B07W3MBJBM/ref=sr_1_99?qid=1686556435&s=fashion&sr=1-99,YouBella Stylish Latest Design Necklace Jewellery Set Plated Jewellery Set for Women,113,3.9,"1,991"
https://www.amazon.ae/Shining-Diva-Fashion-Multilayer-10695b/dp/B07RWK1SFQ/ref=sr_1_100?qid=1686556435&s=fashion&sr=1-100,Shining Diva Fashion Latest Stylish Crystal Multilayer 3-5 pcs Set Charm Bracelets for Women and Girls,114,3.4,14
https://www.amazon.ae/Zaveri-Pearls-Contemporary-Strand-ZPFK9522/dp/B08F3DFCR8/ref=sr_1_101?qid=1686556435&s=fashion&sr=1-101,Zaveri Pearls Contemporary Multi Strand For Women (Golden) (ZPFK9522),115,3.4,85
https://www.amazon.ae/Hermione-Hourglass-Pendant-Necklace-item_name/dp/B07NVQ5RM5/ref=sr_1_102?qid=1686556435&s=fashion&sr=1-102,SKEIDO Harry Potter Hermione Time Turner Hourglass Golden Pendant Necklace item_name,116,3.8,71
https://www.amazon.ae/Hand-Made-Bracelet-Adjustable-Kabbalah-Protection/dp/B09VBBWVJ9/ref=sr_1_103?qid=1686556435&s=fashion&sr=1-103,LESKA Hand-Made Evil Eye Bracelet Black Blue Adjustable for Women Men Kids Kabbalah Protection from Negative Energy Lucky Charm,117,4.5,6
https://www.amazon.ae/Goodern-Adjustable-Princess-Accessories-Duplication/dp/B09KZG9SS8/ref=sr_1_104?qid=1686556435&s=fashion&sr=1-104,"Goodern 50Pcs Adjustable Princess Pretend Jewelry Rings, Kids Jewelry Rings for Little Girls Toddler, Party Favor Pretend Princess Dress Up Jewelry Accessories,No Duplication Ring for Children",118,4.1,4
https://www.amazon.ae/Piercing-Piercings-Stainless-Jewelry-Teen-girls/dp/B092M6S2CC/ref=sr_1_101?qid=1686556444&s=fashion&sr=1-101,"Non Piercing Fake Piercings Face Nose Ring Hoop, Nose Piercing Hoop Stainless Steel Non Piercing Nose Rings Hoop Jewelry for Women Men Body Jewelry, Gift for Women Girls Teen-girls Men",127,4.1,3
https://www.amazon.ae/Heart-Locket-Necklace-Exquisite-Carving/dp/B07V1JM135/ref=sr_1_102?qid=1686556444&s=fashion&sr=1-102,Heart Photo Locket Necklace With Exquisite Carving - Silver Plated - Birthday Valentine's Gift,128,3.2,12
https://www.amazon.ae/Magnetic-Crystal-Earrings-Nose-2-colors/dp/B097RKJ6LG/ref=sr_1_103?qid=1686556444&s=fashion&sr=1-103,"Magnetic Nose Stud Tiny,Fake Nose Rings Magnetic Small,Magnetic Crystal Earrings Nose-2 Pairs/24pcs (six colors)",129,3.9,6
https://www.amazon.ae/Friendship-Bracelets-Adjustable-Personality-Girlfriends/dp/B0BM7SHLJ3/ref=sr_1_104?qid=1686556444&s=fashion&sr=1-104,"Friendship Bracelets for Girls, 6Pcs Adjustable Friendship Bracelets Unicorn Handmade Braided Bracelets for Girls Birthday Jewellery Party Bags Fillers, Personality Hand String Girlfriends Gift",130,5,2
https://www.amazon.ae/Fazza-Wristband-Bangle-Bracelet-Unisex/dp/B08Z67GH5P/ref=sr_1_105?qid=1686556444&s=fashion&sr=1-105,F3 Fazza Faz3 Wristband Rope Bangle Bracelet for Unisex,131,3.5,36
https://www.amazon.ae/Yellow-Chimes-Silver-Oxidized-Designer/dp/B083Z63Z1Z/ref=sr_1_106?qid=1686556444&s=fashion&sr=1-106,Yellow Chimes Silver Oxidized 4 Pairs Combo German Silver Designer Toe Ring for Women and Girls (4 Pair Combo),132,3.8,145
https://www.amazon.ae/REVHQ-Magnetology-Lymphvity-Magnetherapy-Acupressure/dp/B0BLZ8N36M/ref=sr_1_149?qid=1686556450&s=fashion&sr=1-149,"REVHQ 3 Pair Atheniz Magnetology Lymphvity Germanium Earrings, Metiz Lymphvity Magnetherapy Earrings, Atheniz Non Piercing Crystal Magnetic Therapy Acupressure Earrings for Women Men",137,No reviewer,No reviewer
https://www.amazon.ae/Shining-Diva-Fashion-Traditional-Earrings/dp/B07HC8T1HR/ref=sr_1_150?qid=1686556450&s=fashion&sr=1-150,Shining Diva Fashion Women's 18K Stylish Fancy Party Wear Traditional Gold Plated Drop Earrings - Golden (9850er),138,3,1
https://www.amazon.ae/Collection-Statement-Multilayer-Gold-Plated-Necklace/dp/B07XZBCPB8/ref=sr_1_151?qid=1686556450&s=fashion&sr=1-151,Yellow Chimes Fashion Collection Statement Long Sweater Chain Multilayer Pearl Floral Gold-Plated Pendant Stylish Necklace for Women and Girl's,139,3.8,141
https://www.amazon.ae/Scrunchies-Elastic-Ponytail-Scrunchy-Accessories/dp/B07P7YPN99/ref=sr_1_152?qid=1686556450&s=fashion&sr=1-152,6Pcs Hair Scrunchies Satin Silk Elastic Hair Bands Hair Scarf Ponytail Holder Scrunchy Ties Vintage Accessories for Women Girls 6 Count Stripes,140,4.3,"1,126"
https://www.amazon.ae/PAVOI-Plated-Zirconia-Classic-Bracelet/dp/B07T9N5T79/ref=sr_1_153?qid=1686556450&s=fashion&sr=1-153,PAVOI 14K Gold Plated 3mm Cubic Zirconia Classic Tennis Bracelet | Gold Bracelets for Women | Size 6.5-7.5 Inch,141,4.4,"21,880"
https://www.amazon.ae/Swarovski-Elements-Sterling-Necklace-J-Ros%C3%A9e/dp/B09XHV7J9S/ref=sr_1_154?qid=1686556450&s=fashion&sr=1-154,Swarovski Elements Crystal 18K Gold Plated 925 Sterling Silver Double Heart Pendant Necklace for Women Gift Packing J.Rosée Fashion Jewelry,142,4.4,119
https://www.amazon.ae/Interactive-Battery-Decoration-Clothing-Backpack/dp/B0C5RKTYX6/ref=sr_1_197?qid=1686556455&s=fashion&sr=1-197,"Interactive Enamel Mood Pins, Social Battery Pin Slider, Social Battery Lapel Slider Pin, My Social Battery Pin Slider, Funny Pins Jewelry Decoration for Clothing Backpack Hat Decoration (A)",147,No reviewer,No reviewer
https://www.amazon.ae/Rhinestone-Decorative-Cardigans-Dressing-Accessories/dp/B09R1PDJQG/ref=sr_1_198?qid=1686556455&s=fashion&sr=1-198,"Safety Pins for Clothes, Faux White Pearl Brooch Pin Dress Clip Hat Shawl Pin Rhinestone Enamel Pins Decorative Sweater Pins for Cardigans Women Girls Dressing Cloth Accessories",148,No reviewer,No reviewer
https://www.amazon.ae/Silver-plated-bracelet-Pandora-Bracelets/dp/B07MX8QSG6/ref=sr_1_199?qid=1686556455&s=fashion&sr=1-199,Silver plated bracelet,149,3.2,17
https://www.amazon.ae/KASTWAVE-Cat-Couple-Pendant-Pieces/dp/B092D59CJK/ref=sr_1_200?qid=1686556455&s=fashion&sr=1-200,KASTWAVE Cat Couple Pendant (2 Pieces),150,5,3
https://www.amazon.ae/PAMP-BAR-SUISSE-24K-10GM/dp/B0BQF41424/ref=sr_1_202?qid=1686556455&s=fashion&sr=1-202,PAMP BAR SUISSE 24K 10GM,152,5,1
https://www.amazon.ae/Healifty-Finger-Rings-Flower-Adjustable/dp/B09QKY1DVN/ref=sr_1_245?qid=1686556462&s=fashion&sr=1-245,Healifty 2Pcs Full Finger Rings Flower Finger Rings Adjustable Finger Rings Punk Finger Rings,157,No reviewer,No reviewer
https://www.amazon.ae/Jewel-string-bracelet-negative-energy/dp/B08Q7CLD8S/ref=sr_1_246?qid=1686556462&s=fashion&sr=1-246,"Jewel string by Bk arts Evil eye with black cord bracelet avoid negative energy for (unisex) (Not for anklet), size: best fit to 5.5 inch to 7.5 inch wrist size, Nylon, no gemstone",158,3.7,533
https://www.amazon.ae/FAILCH-Crystal-Natural-Gemstone-Muticolor/dp/B0B7QW11HV/ref=sr_1_247?qid=1686556462&s=fashion&sr=1-247,FAILCH Evil Eye Crystal Phone Charm Natural Gemstone Charms Beaded Phone Lanyard Wrist Strap,159,3.8,59
https://www.amazon.ae/Tomovely-Magnetic-Earrings-Stainless-Non-Piercing/dp/B0BM9YLPR9/ref=sr_1_248?qid=1686556462&s=fashion&sr=1-248,"Tomovely 8 Pairs Magnetic Stud Earrings for Men Stainless Steel Magnetic Earrings, Non-Piercing Dangle Hoop Earrings Unisex Gauges Clip on Earring CZ Magnet Earring Set",160,5,2
https://www.amazon.ae/Zaveri-Zirconia-Contemporary-Earring-Zpfk9472/dp/B08GBZ1FJ6/ref=sr_1_249?qid=1686556462&s=fashion&sr=1-249,"Zaveri Pearls Brass Base Metal Cubic Zirconia Contemporary Rings Drop Brass Bali Earring For Women (Zpfk9472, Rose Gold)",161,3.8,609
https://www.amazon.ae/Goodern-Necklace-Stainless-Personalized-Monogram/dp/B0BJ8VB2FG/ref=sr_1_250?qid=1686556462&s=fashion&sr=1-250,Goodern Initial Heart Necklace 18K Gold Plated Stainless Steel Tiny Heart Letter Necklace Personalized Monogram Name Necklace for Women Girls Love Heart A-Z 26 Initial Letters Pendant Necklace (A),162,3,3
https://www.amazon.ae/FIRAZIO-Teacher-Appreciation-Bracelets-Zirconia/dp/B0BZPM4M8K/ref=sr_1_293?qid=1686556467&s=fashion&sr=1-293,"FIRAZIO 8Pcs Teacher Appreciation Bracelets Gifts for Women Men, Natural Stone Teacher Elastic Bead Bracelets Teacher Jewelry Gift",167,5,1
https://www.amazon.ae/Beautiful-Necklace-Necklaces-Divination-Balancing/dp/B08P22Z7K8/ref=sr_1_294?qid=1686556467&s=fashion&sr=1-294,12 Facet Reiki Beautiful Crystal Pendant Necklace Healing Amethyst Pendulum Necklaces for Divination Balancing Pointed Pendant for Women,168,4,34
https://www.amazon.ae/Choker-Necklace-Rhinestone-Multi-Layer-Necklaces/dp/B09YV8GYY1/ref=sr_1_295?qid=1686556467&s=fashion&sr=1-295,"Choker Necklace for Women, 2 Pieces Rhinestone Tassel Multi-Layer Wide Collar Necklaces Tassel Chain Necklaces for Women Girls Favor",169,2,3
https://www.amazon.ae/Charm-Sterling-Birthstone-Charms-Bracelet/dp/B078WC111T/ref=sr_1_296?qid=1686556467&s=fashion&sr=1-296,"Blue Crystal Evil Eye Charm 925 Sterling Silver Lucky Beads Angel Birthstone Symbol Charm for Pandora Charms Bracelet (A), Sterling Silver",170,4.1,5
https://www.amazon.ae/Zaveri-Pearls-Silver-Contemporary-Earrings-ZPFK10625/dp/B09HNZVVWX/ref=sr_1_297?qid=1686556467&s=fashion&sr=1-297,"Zaveri Pearls Gold, Rose Gold &amp; Silver Tone Set Of 3 Contemporary Hoop Earrings-ZPFK10625",171,5,1
https://www.amazon.ae/Kercisbeauty-Butterfly-Necklace-Jewelry-Gemstone/dp/B081JBHN4J/ref=sr_1_298?qid=1686556467&s=fashion&sr=1-298,Kercisbeauty Silver Gold Butterfly Necklace for Women Ladies Girls Gift Her Jewelry Butterfly Choker,172,4.2,"1,386"
https://www.amazon.ae/ULTNICE-Islamic-Prayer-Italian-Necklace/dp/B09WYP8CM7/ref=sr_1_341?qid=1686556473&s=fashion&sr=1-341,ULTNICE Islamic Prayer Rosary Beads Italian Rosary Bead Necklace Chain for Men,177,5,4
https://www.amazon.ae/Pandora-Damen-Armreifen-14_k_-Gelbgold-587132-21/dp/B07BGV7XFX/ref=sr_1_342?qid=1686556473&s=fashion&sr=1-342,Pandora Jewelry Bangle Pandora Rose Bracelet,178,4.1,85
https://www.amazon.ae/LMDPRAJAPATIS-Hessonite-Necklace-Aquarius-Birthstone/dp/B09NRX2KTX/ref=sr_1_343?qid=1686556473&s=fashion&sr=1-343,"LMDPRAJAPATIS 22k Gold Plated Natural Gomed Hessonite Necklace Dainty square Shape Pendant, Aquarius January Birthstone 10X12MM Teardrop Garnet Gemstone,Handmade Birthday Gift for Classy Women",179,No reviewer,No reviewer
https://www.amazon.ae/KALVICA-Engagement-Friendship-Adjustable-Anniversary/dp/B09ZDCG5Y6/ref=sr_1_344?qid=1686556473&s=fashion&sr=1-344,"KALVICA 2 Pieces 925 Sterling Silver Rings for Couple Women Men Engagement Ring Set Wedding Rings Couples Friendship Rings Adjustable Ring for Birthday Valentine's Day Anniversary, 925 sterling silver",180,4,77
https://www.amazon.ae/Healifty-Pendant-Necklace-Gemstone-Necklaces/dp/B097PCVW3M/ref=sr_1_345?qid=1686556473&s=fashion&sr=1-345,Healifty Life Tree Pendant Necklace 7 Color Tumble Stone Tree Necklace Gemstone Pendant Necklace Healing Crystal Stone Necklace Womens Pendant Necklaces,181,No reviewer,No reviewer
https://www.amazon.ae/1928-Jewelry-Graduated-Necklace-Extender/dp/B0792NXG2W/ref=sr_1_346?qid=1686556473&s=fashion&sr=1-346,"1928 Jewelry Graduated Faux Pearl and Flower Decal Faux Pearls Necklace 16"" + 3"" Extender, 16, Pearl, Created Pearl- white",182,4.7,17
https://www.amazon.ae/4-Leaf-Clover-Fashion-Stainless-Bracelet/dp/B0B2315M1B/ref=sr_1_389?qid=1686556479&s=fashion&sr=1-389,4-Leaf Clover Fashion Stainless Steel Cuff Bracelet -18k Gold Plated,187,5,1
https://www.amazon.ae/Leafael-Infinity-Alexandrite-Birthstone-Silver-tone/dp/B07ZCGSRBT/ref=sr_1_390?qid=1686556479&s=fashion&sr=1-390,"Leafael Infinity Love Heart Stud Earrings with Birthstone Crystal Women's Gifts, Silver-tone",188,4.5,"4,043"
https://www.amazon.ae/Shining-Diva-Fashion-Collection-9751er/dp/B07DQKRYWG/ref=sr_1_391?qid=1686556479&s=fashion&sr=1-391,Shining Diva Fashion Latest Stylish Gold and Silver Plated Long Tassel Earrings for Women,189,5,1
https://www.amazon.ae/Ralukiia-Necklace-Sisters-Birthday-Jewelry/dp/B09WTLXF41/ref=sr_1_392?qid=1686556479&s=fashion&sr=1-392,"Ralukiia 3PCs Big Sis Mid Sis Lil Sis Heart Puzzle Piece Necklace Set, Sisters Gifts from Sister Birthday Jewelry",190,4.3,34
https://www.amazon.ae/Beauty-Elegant-Emerald-Luxurious-Bracelet/dp/B0BSVFV2KL/ref=sr_1_393?qid=1686556479&s=fashion&sr=1-393,Fc Beauty Gold Plated Elegant Emerald Luxurious Cubic Tennis Chain Bracelet for Women's Gold And Silver,191,No reviewer,No reviewer
https://www.amazon.ae/Friendship-Adjustable-Hand-Woven-Protection-Jewelry-Mix/dp/B088K23RD7/ref=sr_1_394?qid=1686556479&s=fashion&sr=1-394,The Woo's 2Pcs Evil Eye Bracelets Good Luck Pinky Promise Distance Matching Bracelets for Couple Friendship Family Adjustable Hand-Woven Cords Rope Thread Bracelet Protection Jewelry-Mix,192,4.1,5
https://www.amazon.ae/ORiTi-Couples-Attraction-Bracelets-Bracelet/dp/B09J1ZSBKB/ref=sr_1_437?qid=1686556485&s=fashion&sr=1-437,ORiTi 2pcs Couples Mutual Attraction Bracelets Vows of Eternal Love Charms Jewelry Gifts Set for Lover Women Men Bracelet 8mm Beads Black&amp;White,197,No reviewer,No reviewer
https://www.amazon.ae/Tomovely-Bracelet-Asymmetric-Opening-Bracelets/dp/B0C6186FVL/ref=sr_1_438?qid=1686556485&s=fashion&sr=1-438,Tomovely Women's Bracelet 2 Pieces Pearl Bangle Bracelet Gold Chunky Bracelet for Women Asymmetric Opened Bracelet Golden Opening Cuff Bracelets for Teen Girls,198,No reviewer,No reviewer
https://www.amazon.ae/YADOCA-Stackable-Pineapple-Bracelets-Adjustable/dp/B07YW9VMQF/ref=sr_1_439?qid=1686556485&s=fashion&sr=1-439,"YADOCA 20 Pcs Layered Bracelet Set for Women Multiple Stackable Wrap Bangle Turtle Pineapple Arrow Feather Lotus Assorted Beaded Bracelets Adjustable Jewelry, 10 inch, Cotton Nickel, Cubic Zirconia",199,4,"1,032"
https://www.amazon.ae/YouBella-Oxidized-Silver-Afghani-Adjustable/dp/B085TR87KH/ref=sr_1_440?qid=1686556485&s=fashion&sr=1-440,"YouBella Oxidized Silver Plated Afghani Rings for Women and Girls (Adjustable Size, Combo of 3, Style 1)",200,4,593
https://www.amazon.ae/Youbella-Stylish-Traditional-Jewellery-Ybbn_91391_2-4/dp/B075HK7TNV/ref=sr_1_441?qid=1686556485&s=fashion&sr=1-441,YouBella Stylish Traditional Jewellery Silver Plated Bangle Set for Women,201,4.1,"2,342"
https://www.amazon.ae/Collection-Bracelet-Precious-Meditation-Healing/dp/B0791BKP7R/ref=sr_1_442?qid=1686556485&s=fashion&sr=1-442,Yellow Chimes D'vine Collection 7 Chakra Bracelet Semi Precious Stone Yoga &amp; Meditation Reiki Healing Bracelet for Women and Men,202,3.8,318
https://www.amazon.ae/Handmade-Tibetan-Traditional-Dangler-Earrings/dp/B07PFH9SQ3/ref=sr_1_485?qid=1686556490&s=fashion&sr=1-485,Yellow Chimes Handmade Tibetan Traditional COMBO of 3 Pairs Gold Plated Red/Green/Blue Dangler Earrings for Women and Girls,209,3.9,372
https://www.amazon.ae/Estele-Golden-Trendy-Chandelier-Earrings/dp/B08CPSJB4N/ref=sr_1_486?qid=1686556490&s=fashion&sr=1-486,Estele Earrings for Women,210,3.8,"1,493"
https://www.amazon.ae/Earrings-Lifters-Backings-Hypoallergenic-Reinforcement/dp/B08L3KR5WK/ref=sr_1_487?qid=1686556490&s=fashion&sr=1-487,"Earrings Back Lifters, 1 Pair/set Earring Backings, Heart Shape Copper Hypoallergenic Earring Posts Ear Stud Nut Earlobe Support for Droopy Ears Ear Lobe Reinforcement(Silver)",211,5,4
https://www.amazon.ae/Amber-Prayer-Beads-Sterling-Silver/dp/B0B1CFCBZV/ref=sr_1_488?qid=1686556490&s=fashion&sr=1-488,"Amber Prayer Beads with 1000 Sterling Silver - Red/Black Rosary, 33",212,No reviewer,No reviewer
https://www.amazon.ae/Ouran-Fashion-Necklace-Pendant-Rhinestone/dp/B078M1YRLK/ref=sr_1_489?qid=1686556490&s=fashion&sr=1-489,"Ouran Necklace for Women,Celtic Tree of Life Pendant Necklace with CZ Crystal Girls Long Chain Necklace",213,No reviewer,No reviewer
https://www.amazon.ae/Estele-Plated-Non-Precious-Metal-Bracelet/dp/B08CSD9BP8/ref=sr_1_490?qid=1686556490&s=fashion&sr=1-490,Estele Fancy Designer Bracelets for Women,214,3.7,20
https://www.amazon.ae/Rhinestone-Bikini-Adjustable-Summer-Layered/dp/B09WD4GW7K/ref=sr_1_533?qid=1686556496&s=fashion&sr=1-533,Summer Rhinestone Multilayer Waist Chain Beach Bikini Bead Belly Waist Chain Sequin Waist Belly Chain Beaded Body Chain for Women Girls,219,4,76
https://www.amazon.ae/Collection-Oxidised-Chandbali-Earrings-Silver/dp/B078MGMVXV/ref=sr_1_534?qid=1686556496&s=fashion&sr=1-534,Yellow Chimes Tribal Muse Collection Oxidised Chandbali Silver Earrings For Women &amp; Girls (Silver-A),220,3.8,655
https://www.amazon.ae/YouBella-Womens-Plated-Earrings-Jewellery/dp/B08KLHZ377/ref=sr_1_535?qid=1686556496&s=fashion&sr=1-535,YouBella Girls/Women's Gold Plated Earrings Jewellery Combo (Style 3),221,4.2,868
https://www.amazon.ae/Epaulet-Shoulder-Epaulets-Chain%EF%BC%8CBlazer-Accessories/dp/B0C16Z1K26/ref=sr_1_536?qid=1686556496&s=fashion&sr=1-536,1 Pair Rivet Tassel Chain Epaulet Fringe Shoulder Pieces Rivet Shoulder Epaulets Tassel Chain，Blazer Uniform Accessories for Women Men,222,No reviewer,No reviewer
https://www.amazon.ae/Accessories-Headband-Necklace-Earrings-Cocktail/dp/B0BPSHLSS7/ref=sr_1_537?qid=1686556496&s=fashion&sr=1-537,"1920s Flapper Makeup Accessories, 1920s Headband Necklace Gloves Accessories, Roaring 20s Black Feather Headband Earrings Necklace Long Gloves Opera Party Ball Cocktail Tea Party Clothing Accessories",223,No reviewer,No reviewer
https://www.amazon.ae/Fashion-Natural-Bracelet-Handmade-Hematite/dp/B08VHH24RJ/ref=sr_1_538?qid=1686556496&s=fashion&sr=1-538,Fashion 4mm Natural Stone Beads Evil Eye Bracelet Handmade Hematite Turkish Evil Eye Braclet For Men Hand Jewelry (Color : Obsidian),224,4.2,8
https://www.amazon.ae/Braided-Bracelets-Distance-Friendship-Graduation/dp/B0C71BZ6SJ/ref=sr_1_581?qid=1686556502&s=fashion&sr=1-581,2 pcs Heart Braided Bracelets Long Distance Friendship Graduation Gift For Couple Women Girls Teens With Wish Card Useful,229,No reviewer,No reviewer
https://www.amazon.ae/Tewiky-Necklace-Paperclip-Necklaces-Jewelry/dp/B09WY7KPG7/ref=sr_1_582?qid=1686556502&s=fashion&sr=1-582,Tewiky Cute Heart Necklace Tiny 14k Gold Heart Pendant Choker Necklaces Small Gold Love Open Heart Chain Necklace for Women Dainty Gold Necklace Gifts for Her,230,4.5,"3,105"
https://www.amazon.ae/doubgood-Bracelets-Valentines-Stackable-Bracelet/dp/B09HTSNTJY/ref=sr_1_583?qid=1686556502&s=fashion&sr=1-583,"doubgood Gold Beaded Bracelets for Women, Stackable Gold Bracelets for Women Men 14K Real Gold Plated Stretch Bead Ball Bracelet with Letter Pendant",231,4.4,"1,429"
https://www.amazon.ae/Goodern-Blackpink-Necklace-Bracelet-Earring/dp/B0BQ3FFX3X/ref=sr_1_584?qid=1686556502&s=fashion&sr=1-584,Goodern Blackpink Gifts Set for Fans Blackpink Necklace Blackpink Bracelet Blackpink Earring Blackpink New Album Gifts Set Blackpink Jennie Lisa Jisoo Rose Jewelry Set Blackpink Group Gift for Blink,232,No reviewer,No reviewer
https://www.amazon.ae/Cosplay-Earrings-Tanjiro-Hanafuda-Acrylic/dp/B09WDSBBVJ/ref=sr_1_585?qid=1686556502&s=fashion&sr=1-585,"Demon Slayer Cosplay Anime Earrings Tanjiro &amp; Hanafuda Earrings, Acrylic Earrings, Kimetsu No Yaiba",233,5,1
https://www.amazon.ae/KALVICA-Hypoallergenic-Multicolored-Butterfly-Stainless/dp/B0B1PDB94R/ref=sr_1_586?qid=1686556502&s=fashion&sr=1-586,"KALVICA 4 Pairs Hypoallergenic Stud Earrings for Girls Women Small Cubic Zirconia Stud Earrings Set Multicolored Flower Butterfly Rainbow Heart Cute Jewelry Birthday Party Gifts, Stainless Steel",234,3.8,24
https://www.amazon.ae/Bracelet-Women-Girls-Three-styles/dp/B098STQQJ6/ref=sr_1_629?qid=1686556507&s=fashion&sr=1-629,Gold Blue Bracelet for Women Girls Three Chain styles with Evil Eye Bead,239,No reviewer,No reviewer
https://www.amazon.ae/LRGKMCWTOB-Stainless-Cartilage-Piercing-Glitter/dp/B0BNPMV88T/ref=sr_1_630?qid=1686556507&s=fashion&sr=1-630,LRGKMCWTOB 3pc 16g Stainless Steel Fake Lip Ear Nose Stud Ring Clip On Cartilage Non Piercing Rings Hoop Gothic Glitter CZ no hole fake lip nail lip clip lip ring,240,No reviewer,No reviewer
https://www.amazon.ae/1piece-PinMarts-Bright-Yellow-Sunflower/dp/B008ODL1NK/ref=sr_1_631?qid=1686556507&s=fashion&sr=1-631,PinMart Detailed Yellow Sunflower Summer Enamel Lapel Brooch Pin,241,4.8,482
