Link Product Page,title,ID,   Current Price   ,Discount Percentage,   Price Before Discount   
https://www.amazon.ae/JunXin-Daughter-Adjustable-Stacking-Hypoallergenic/dp/B0BNXLD6WW/ref=sr_1_872?qid=1686556535&s=fashion&sr=1-872,"JunXin To My Daughter Fidget Ring for Anxiety, Fidget Rings for Anxiety for Women, Adjustable Stacking Anxiety Relief Rainbow Fidget Ring Jewelry Gifts",292, AED 43.31 ,No discount, AED 51.63 
https://www.amazon.ae/Zeshimb-Diamond-Necklace-Sterling-Zirconia/dp/B0BX3Y1GLW/ref=sr_1_873?qid=1686556535&s=fashion&sr=1-873,Zeshimb Diamond Cat Necklace Sterling Silver Cute Cubic Zirconia Bow Kitten Pendant Necklace Funny Cartoon Animal Cat Necklace Chain Jewelry Gifts for Women Teen Girls,293, AED 43.31 ,No discount, AED 40.09 
https://www.amazon.ae/Adjustable-Braided-Bracelet-Universe-Bracelets/dp/B07L3DXPQ6/ref=sr_1_874?qid=1686556535&s=fashion&sr=1-874,"Adjustable Galaxy Solar System Stone Beads Braided Bracelet Universe Nine Planets Star Elastic Energy Beads Unisex Bracelets Bangles, 6.7 inches, Metal, Pearl",294, AED 43.31 ,No discount, AED 1.00 
https://www.amazon.ae/Gemstone-Bracelet-Adjustable-Jewellery-16-5-24-1/dp/B08LPQ4C23/ref=sr_1_917?qid=1686556541&s=fashion&sr=1-917,"JOVIVI 7 Chakra Reiki Healing Crystal Gemstone Yoga Stone Beaded Braided Bracelet Adjustable Women Jewellery, 16.5-24.1 cm (Pack of 1), Stone, Agate",299, AED 43.31 ,No discount, AED 71.00 
https://www.amazon.ae/Tomovely-Sterling-Silver-Necklace-Extenders/dp/B09ZTZBVJ1/ref=sr_1_918?qid=1686556541&s=fashion&sr=1-918,"Tomovely 6pcs Solid 925 Sterling Silver Necklace Chain Extenders for Necklace for Women Men 2"",2.5"", 3"",3.5"", 4"", and 6""",300, AED 43.31 ,No discount, AED 88.00 
https://www.amazon.ae/Zaveri-Pearls-Women-Golden-ZPFK6274/dp/B077FXCK7Q/ref=sr_1_919?qid=1686556541&s=fashion&sr=1-919,Zaveri Pearls Cuff for Women (Golden) (ZPFK6274),301, AED 43.31 ,-25%, AED 21.67 
https://www.amazon.ae/Michooyel-Eternity-Multicolor-Zirconia-Rhinestone/dp/B09WV1MRFH/ref=sr_1_920?qid=1686556541&s=fashion&sr=1-920,michooyel Eternity Rainbow Ring Band Ring for Women Girls 18K Gold Plated Oval Multicolor Cubic Zirconia Eternity Ring,302, AED 43.31 ,No discount, AED 43.74 
https://www.amazon.ae/Shining-Diva-Fashion-Traditional-9837s/dp/B07JQV83CC/ref=sr_1_921?qid=1686556541&s=fashion&sr=1-921,Shining Diva Fashion Green Kundan Stylish Necklace Set for Women Wedding Traditional Jewellery Set with Earrings for Women and Girls (9837s),303, AED 43.31 ,No discount, AED 46.00 
https://www.amazon.ae/ZHX-Exquisite-Sterling-Proposal-Engagement/dp/B07R8JHLXQ/ref=sr_1_922?qid=1686556541&s=fashion&sr=1-922,ZHX Exquisite Women's 925 Sterling Silver Floral Ring Proposal Gift Two Tone Diamond Jewelry 18K Rose Gold Vine Flower Bridal Engagement Rings Wedding Band Size 6-10 8 Multi,304, AED 43.31 ,No discount, AED 52.00 
https://www.amazon.ae/EFTOM-Rhinestone-Necklace-Diamond-Necklaces/dp/B07QQQ7HZ1/ref=sr_1_965?qid=1686556546&s=fashion&sr=1-965,EFTOM Rhinestone Choker Necklaces Silver Sparkling Diamond Choker Crystal Bracelet Rhinestone Necklace for Women Girls,310, AED 43.31 ,No discount, AED 51.61 
https://www.amazon.ae/ASHMITA-Fashion-Adjustable-Bracelet-Zirconia/dp/B07BHFY216/ref=sr_1_966?qid=1686556546&s=fashion&sr=1-966,"ASHMITA Fashion Adjustable Chain Bracelet for Women,Cubic Zirconia Rose Gold Gift Bracelet of Luxury Shining Jewelry",311, AED 43.32 ,No discount, AED 49.29 
https://www.amazon.ae/POSICHE-Jewellery-Necklace-Wedding-Earring/dp/B09YQFBKWG/ref=sr_1_967?qid=1686556546&s=fashion&sr=1-967,"POSICHE Jewellery Set Women Necklace Set Pearls Jewellery Set Choker Necklace Wedding Jewellery, Women's Necklace Earring Set Bridal Wedding Wedding Dress Necklace Dinner Party Jewelry",312, AED 43.32 ,No discount, AED 44.99 
https://www.amazon.ae/Genbree-Anklets-Beaded-Bracelet-Jewelry/dp/B088B87LR3/ref=sr_1_968?qid=1686556546&s=fashion&sr=1-968,Genbree Boho Anklets Beaded Ankle Bracelet Pearl Anklet Silver Summer Beach Foot Chain Jewelry for Women,313, AED 43.32 ,No discount, AED 49.99 
https://www.amazon.ae/Magnetic-Controller-Necklaces-Matching-Friendship/dp/B09Q5QJ2MT/ref=sr_1_969?qid=1686556546&s=fashion&sr=1-969,Magnetic Game Controller Necklaces Matching Game Necklace for Couples BFF Friendship Necklace for Her and Her,314, AED 43.32 ,No discount, AED 49.99 
https://www.amazon.ae/Shining-Diva-Fashion-Bracelet-9574b/dp/B07NQ3HDN3/ref=sr_1_970?qid=1686556546&s=fashion&sr=1-970,Shining Diva Fashion,315, AED 43.32 ,No discount, AED 27.00 
https://www.amazon.ae/Distance-Bracelet-Balance-Friendship-Bracelets/dp/B07FDKGKX1/ref=sr_1_1013?qid=1686556552&s=fashion&sr=1-1013,Distance Couple Bracelet Ying Yang Balance Friendship His Hers Bracelet Healing Energy Stone Bracelets,320, AED 43.32 ,No discount, AED 40.99 
https://www.amazon.ae/COOLBABY-Bracelet-Bracelets-MULTICOLOR-VVAG279-SRK/dp/B0B8NGN9PS/ref=sr_1_1014?qid=1686556552&s=fashion&sr=1-1014,"COOLBABY 2 Pack Beaded Bracelet Set Natural Energy Stones Round Elastic Bracelets for Women Man, MULTICOLOR, VVAG279-SRK, One Size",321, AED 43.32 ,No discount, AED 15.00 
https://www.amazon.ae/Black-Aimimier-Sparkling-Rhinestone-Jewellery/dp/B086W2WQJ2/ref=sr_1_1015?qid=1686556552&s=fashion&sr=1-1015,Aimimier Bridal CZ Crystal Hoop Earrings Sparkling Rhinestone Large Round Loop Earrings Crystal Paved Wedding Prom Party Festival Jewelry for Women and Girls,322, AED 43.32 ,No discount, AED 45.48 
https://www.amazon.ae/Rhinestone-Piercing-Attractive-Processed-Professional/dp/B0C5VYYP1N/ref=sr_1_1016?qid=1686556552&s=fashion&sr=1-1016,4 pcs18g Round Rhinestone Cz Nose Screw Studs Rings Piercing Jewelry Attractive Processed Professional Processed,323, AED 43.32 ,No discount, AED 10.64 
https://www.amazon.ae/OAST-Bracelet-Friendship-Stainless-gemstone/dp/B0B3NDB7R9/ref=sr_1_1017?qid=1686556552&s=fashion&sr=1-1017,"OAST Nail Bracelet Gold Nail Cuff Bracelet for Women Men, Nail Bracelet Women Cartier Bangle Bracelet for Women Cable Cuff Bracelet, Ideal Gift for Love Friendship Family",324, AED 43.32 ,No discount, AED 64.78 
https://www.amazon.ae/Shining-Diva-Fashion-Plated-9733r/dp/B07DHLNW6M/ref=sr_1_1018?qid=1686556552&s=fashion&sr=1-1018,Shining Diva Fashion Gold Plated Stylish Traditional Adjustable Pearl Finger Ring for Women and Girls,325, AED 43.33 ,No discount, AED 18.00 
https://www.amazon.ae/FASHIONBOX-Tennis-Necklace-Gradient-Silver/dp/B09SQ7PTK8/ref=sr_1_1061?qid=1686556557&s=fashion&sr=1-1061,FASHIONBOX Gigi Tennis Necklace Gradient Blue/Silver 4Mm One Size Blue,330, AED 43.33 ,No discount, AED 65.25 
https://www.amazon.ae/Birthday-Necklace-Decades-Daughter-Zirconia/dp/B09GRYHXZT/ref=sr_1_1062?qid=1686556557&s=fashion&sr=1-1062,"30th 40th 50th 60th 70th Birthday Gifts for Women, Silver Happy Birthday Jewelry Gift for Her Friend Daughter Sister Lover Family……",331, AED 43.33 ,No discount, AED 70.08 
https://www.amazon.ae/Bracelets-Stainless-Adjustable-Barefoot-Jewellery/dp/B0BYYM3PWR/ref=sr_1_1063?qid=1686556557&s=fashion&sr=1-1063,3 Pcs Cuban Chain Anklet 14K Gold Ankle Bracelets Stainless Steel Anklet Ankle Bracelets Adjustable Gold Plated Ankle Bracelets for Summer Sandals Barefoot Jewellery,332, AED 43.33 ,No discount, AED 42.50 
https://www.amazon.ae/Anju-Banjara-Earrings-Chalcedony-Copper/dp/B09ZHS76FY/ref=sr_1_1064?qid=1686556557&s=fashion&sr=1-1064,"Anju Banjara Earrings - Chalcedony, Copper, Chalcedony",333, AED 43.33 ,-15%, AED 78.58 
https://www.amazon.ae/MODRSA-Piercing-Surgical-Stainless-Hypoallergenic/dp/B092DB91MH/ref=sr_1_1065?qid=1686556557&s=fashion&sr=1-1065,MODRSA Nose Rings for Women Men Nose Piercing Jewelry 20g Nose Ring Hoop Silver Rose Gold Nose Hoop Surgical Stainless Steel Hypoallergenic Diamond Nose Studs L Shape Nose Screw Heart Nostril Jewelry,334, AED 43.33 ,No discount, AED 65.99 
https://www.amazon.ae/Cowlyn-Adjustable-Necklace-Cultured-Valentine/dp/B08FC3VXPC/ref=sr_1_1066?qid=1686556557&s=fashion&sr=1-1066,"Cowlyn Pearl Choker Dainty Adjustable Necklace 18K Gold Plated Cultured Barque Pearl Tiny Chain Delicate Mother's Valentine Jewelry for Women Girls, Brass, Copper, Gold, Pearl, Pearl",335, AED 43.33 ,No discount, AED 105.41 
https://www.amazon.ae/Necklace-Carnelian-Necklaces-Aventurine-Turquoise/dp/B0BJ1WBBQ9/ref=sr_1_1157?qid=1686556568&s=fashion&sr=1-1157,"Crystal Pendant Necklace, 10Pcs Healing Amethyst Crystals, Carnelian Chakra Necklaces Evil Eye Necklace, Rose Quartz Obsidian Moon Sun Jewelry Heart Gemstone Aventurine Turquoise Pendant for Women",343, AED 43.33 ,No discount, AED 76.33 
https://www.amazon.ae/Estele-silver-polish-pendant-Adjustable/dp/B08D878M65/ref=sr_1_1158?qid=1686556568&s=fashion&sr=1-1158,Estele gold and silver polish curved pendant with white stone for women Adjustable,344, AED 43.33 ,-32%, AED 7.48 
https://www.amazon.ae/Womens-Stainless-Steel-Pendant-Necklace/dp/B0B4HN24MC/ref=sr_1_1159?qid=1686556568&s=fashion&sr=1-1159,Women's 18k Gold Stainless Steel Moon Pendant Necklace,345, AED 43.33 ,No discount, AED 19.99 
https://www.amazon.ae/Magnetic-Stud-Non-piercing-Stainless-stainless/dp/B081BWX6C2/ref=sr_1_1160?qid=1686556568&s=fashion&sr=1-1160,"4 Pairs Magnetic Stud Earrings Non-piercing Stainless Steel Zircon Earrings for Men and Women, stainless steel, cubic zirconia",346, AED 43.34 ,No discount, AED 79.62 
https://www.amazon.ae/Touchstone-Collection-Bollywood-Depiction-Bracelets/dp/B07BWJRQ4S/ref=sr_1_1161?qid=1686556568&s=fashion&sr=1-1161,Touchstone Indian Bollywood Kundan Look Hand Engraved Peeled Metal Mesh Work Twisted Wires Rhinestone Meenakari Enamel Designer Jewelry Bangle Bracelets In Gold Silver Tone For Women.,347, AED 43.34 ,No discount, AED 34.99 
https://www.amazon.ae/MAKINGTEC-Shining-Butterfly-Earrings-Piercing/dp/B0B92BMVJ2/ref=sr_1_1162?qid=1686556568&s=fashion&sr=1-1162,MAKINGTEC Shining Butterfly Ear Cuffs Zircon Butterfly Earrings for Women Ear Cuffs for Women Non Piercing Ear Wrap Around Earrings for Girls,348, AED 43.34 ,No discount, AED 46.90 
https://www.amazon.ae/Sterling-Earrings-Cartilage-Minimalist-Hypoallergenic/dp/B08LM9CDWM/ref=sr_1_1205?qid=1686556574&s=fashion&sr=1-1205,4 Prong CZ Round Stud With Chain Cuff S925 Sterling Silver Earrings for Women Girls Cartilage Double Piercing Holes Fashion Chic Minimalist Climber Crawler Threader Hypoallergenic Gifts,353, AED 43.34 ,No discount, AED 47.77 
https://www.amazon.ae/SWAROVSKI-Womens-Symbolic-Pendant-finish/dp/B01I18VC90/ref=sr_1_1206?qid=1686556574&s=fashion&sr=1-1206,SWAROVSKI Women's Symbolic Evil Eye Crystal Jewelry Collection,354, AED 43.34 ,No discount, AED 346.61 
https://www.amazon.ae/Double-Piercing-Earrings-Chain-Ziconia/dp/B09MLP82MJ/ref=sr_1_1207?qid=1686556574&s=fashion&sr=1-1207,"Brayeg Gold Chain Earrings Double Piercing, 3mm Cubic Zirconia 2 Hole Earrings Hypoallergenic Jewelry Gift for Women Girls",355, AED 43.34 ,No discount, AED 60.52 
https://www.amazon.ae/Silver-Pendant-Necklace-Jewelry-Necklaces/dp/B0B433TV9D/ref=sr_1_1208?qid=1686556574&s=fashion&sr=1-1208,Silver Syria Map Flag Pendant Chain Necklace for Women Men Middle East Jewelry Necklaces,356, AED 43.34 ,No discount, AED 29.99 
https://www.amazon.ae/Yumay-Yellow-Earrings-Hand-Tiwsted-Ladies/dp/B07L327CMC/ref=sr_1_1209?qid=1686556574&s=fashion&sr=1-1209,"Yumay 9CT Yellow Gold Hoop Earrings for Women and Girls,3 Layer Hand-Tiwsted Ladies Earrings(30MM)",357, AED 43.34 ,No discount, AED 88.47 
https://www.amazon.ae/Earrings-Surgical-Zirconia-Stainless-zirconia/dp/B09BJD4K5J/ref=sr_1_1210?qid=1686556574&s=fashion&sr=1-1210,"16G Septum Rings Daith Earrings 316L Surgical Steel Hinged Septum Jewelry with Clear Cubic Zirconia for Women Men, 8mm 10mm",358, AED 43.34 ,No discount, AED 59.65 
https://www.amazon.ae/Wedding-Rosette-Mantilla-Decoration-Supplies/dp/B07N6NYRJJ/ref=sr_1_1253?qid=1686556580&s=fashion&sr=1-1253,3PCS Bride To Be Wedding Set White Lace Tulle Rosette Mantilla Badge Sash Garter Wedding Decoration Party Supplies,363, AED 43.34 ,No discount, AED 24.01 
https://www.amazon.ae/Jewlpire-Sterling-Silver-Chain-Necklace/dp/B07SS3JJDC/ref=sr_1_1254?qid=1686556580&s=fashion&sr=1-1254,Jewlpire 925 Sterling Silver Chain 0.8mm Box Necklace Chain - Italian Necklace Chain - Super Thin &amp; Strong - Friendly Price &amp; Quality 16/18/20 Inch,364, AED 43.35 ,No discount, AED 117.13 
https://www.amazon.ae/Shining-Diva-Fashion-Traditional-A12082s/dp/B09CH6T5L2/ref=sr_1_1255?qid=1686556580&s=fashion&sr=1-1255,Shining Diva Fashion Latest Choker Design Traditional Stylish Fancy Pearl Necklace Jewellery Set for Women,365, AED 43.35 ,-21%, AED 13.93 
https://www.amazon.ae/BOZONY-Freshwater-Earrings-Plated-Sterling/dp/B0BK4NSLSD/ref=sr_1_1256?qid=1686556580&s=fashion&sr=1-1256,"BOZONY Freshwater White Pearl Drop Earrings Gold Plated Earrings, 925 Sterling Silver CZ Dangle Pearl Earrings for Women",366, AED 43.35 ,No discount, AED 45.32 
https://www.amazon.ae/Earrings-Stainless-Zirconia-wedding-jewelry/dp/B0BW9KXKXZ/ref=sr_1_1257?qid=1686556580&s=fashion&sr=1-1257,3 Pairs Stud Earrings Stainless steel 3mm Round Cubic Zirconia Set Golden and Silver daily use wedding fine jewelry gift,367, AED 43.35 ,No discount, AED 48.85 
https://www.amazon.ae/Packs-Invisible-Ring-Adjuster-Sizes/dp/B08L4Q5SJB/ref=sr_1_1258?qid=1686556580&s=fashion&sr=1-1258,16 Packs Invisible Ring Size Adjuster (8 Sizes),368, AED 43.35 ,-15%, AED 30.51 
https://www.amazon.ae/Skagen-Stainless-Crystal-Circular-Necklace/dp/B01BOR13QW/ref=sr_1_1301?qid=1686556585&s=fashion&sr=1-1301,"Skagen Women's Stainless Steel Elin Crystal Circular Pendant Necklace, Silver",373, AED 43.35 ,No discount, AED 170.00 
https://www.amazon.ae/Aheli-Classy-Wedding-Traditional-Jewelry/dp/B07MC86X8V/ref=sr_1_1302?qid=1686556585&s=fashion&sr=1-1302,Aheli Classy Wedding Party Wear Nose Ring Nath with Pearl Chain Traditional Saree Jewelry for Indian Women,374, AED 43.35 ,No discount, AED 59.99 
https://www.amazon.ae/KASTWAVE-Cartilage-Adjustable-Minimalist-Valentines/dp/B0B25CC9XP/ref=sr_1_1303?qid=1686556585&s=fashion&sr=1-1303,"No Piercing Earcuff, KASTWAVE 4PCS Fake Helix Ear Cuff Cartilage Earring, 14K Gold Simple Lines Adjustable Ear Cuffs Minimalist Women Girls Men Clip On Adornment Set Valentine's Day Gifts",375, AED 43.35 ,No discount, AED 45.88 
https://www.amazon.ae/YouBella-Stylish-Jewellery-Earrings-YBEAR_31257A/dp/B06XTB2N7P/ref=sr_1_1304?qid=1686556585&s=fashion&sr=1-1304,YouBella Stylish Party Wear Jewellery Gold Plated Drop Earrings for Women (Pink)(YBEAR_31257A),376, AED 43.35 ,No discount, AED 10.96 
https://www.amazon.ae/stainless-steel-charm-bracelet-rope/dp/B07NF2HBVN/ref=sr_1_1305?qid=1686556585&s=fashion&sr=1-1305,stainless steel charm love bracelet -rope,377, AED 43.35 ,No discount, AED 45.00 
https://www.amazon.ae/Butterfly-Backpack-SYOSI-Backpacks-Steampunk/dp/B0C1GFN3KV/ref=sr_1_1306?qid=1686556585&s=fashion&sr=1-1306,"5 Pieces Enamel Pins Butterfly Backpack Pins, SYOSI, Jackets Clothes Insect Girls Pins for Backpacks Cool Lapel Pin Steampunk Badge Small Pins for Women",378, AED 43.36 ,No discount, AED 49.00 
https://www.amazon.ae/ELECDON-Stainless-Septum-Cartilage-Piercing/dp/B09M824LXV/ref=sr_1_1349?qid=1686556591&s=fashion&sr=1-1349,ELECDON 18Pcs 20g Stainless Steel Nose Ring Hoop Septum Ring Cartilage Helix Ear Piercing 6mm 8mm 10mm,383, AED 43.36 ,No discount, AED 53.91 
https://www.amazon.ae/Earrings-Lightweight-Teardrop-Hypoallergenic-Waterdrop/dp/B0C16S1BHJ/ref=sr_1_1350?qid=1686556591&s=fashion&sr=1-1350,"Chunky Gold Hoop Earrings for Women, Lightweight Teardrop Hoops Earrings with 18K Real Gold Plated, Hypoallergenic Earrings Waterdrop Hollow Open Jewelry for Women",384, AED 43.36 ,No discount, AED 109.87 
https://www.amazon.ae/Invisible-Adjuster-Jewelry-Tightener-Multi-Size/dp/B09HGS2K8B/ref=sr_1_1351?qid=1686556591&s=fashion&sr=1-1351,"Invisible Ring Size Adjuster 3 Sheets for Loose Rings,Ring Sizer for Fixing Wide Rings,Jewelry Ring Guard Ring Smaller Spacer Loose Ring Tightener Ring Multi-Size Ring Sizer,Set of 54 Pcs",385, AED 43.36 ,No discount, AED 19.99 
https://www.amazon.ae/Trounistro-Styles-Sweater-Cardigan-Dresses/dp/B07R66LNGG/ref=sr_1_1352?qid=1686556591&s=fashion&sr=1-1352,Trounistro 10 Styles Sweater Shawl Clips Set Retro Cardigan Collar Clips Dresses Cardigan Collar Clips Shirts Clips for Women Girls,386, AED 43.36 ,No discount, AED 84.29 
https://www.amazon.ae/Crystal-Piercing-Jewelry-Surgical-Stainless/dp/B07MQW9QRN/ref=sr_1_1353?qid=1686556591&s=fashion&sr=1-1353,15 Pieces Crystal Navel Belly Button Ring Body Piercing Jewelry Surgical Stainless Steel Bar Belly Ring,387, AED 43.36 ,No discount, AED 49.00 
https://www.amazon.ae/Beads-Necklace-Bracelet-Prayer-Meditation/dp/B07NWJX2KK/ref=sr_1_1354?qid=1686556591&s=fashion&sr=1-1354,"Mala Beads Necklace Bracelet 108 beads 8 mm Prayer, Meditation or Wood Necklace",388, AED 43.36 ,No discount, AED 39.99 
https://www.amazon.ae/Touchstone-Hollywood-filigree-Rhinestone-designer/dp/B01K4ZWPTE/ref=sr_1_1397?qid=1686556596&s=fashion&sr=1-1397,Touchstone gold tone royal Indian Hollywood rhinestones grand bridal jewelry necklace set for women,393, AED 43.36 ,No discount, AED 89.99 
https://www.amazon.ae/Bomine-Turquoise-Bracelets-Bracelet-Jewelry/dp/B08H1YTYTX/ref=sr_1_1398?qid=1686556596&s=fashion&sr=1-1398,Bomine Turquoise Finger Bracelets Ring Hand Chain Beach Slave Bracelet Jewelry for Women and Girls,394, AED 43.36 ,No discount, AED 48.00 
https://www.amazon.ae/Aromatherapy-bracelet-Essential-Diffuser-Christmas/dp/B074Y9WZCJ/ref=sr_1_1399?qid=1686556596&s=fashion&sr=1-1399,"Aromatherapy bracelet, Anxiety Ease Essential Oils Diffuser Bracelet Jewelry for Women, Perfect Birthday Gifts for Women with 8 Color Reusable Refill Pads Christmas Gifts for Women",395, AED 43.36 ,No discount, AED 25.65 
https://www.amazon.ae/Duufin-Bohemian-Earrings-Statement-Gemstone/dp/B0B7RRR4PM/ref=sr_1_1400?qid=1686556596&s=fashion&sr=1-1400,Duufin 20 Pairs Bohemian Earrings Vintage Drop Dangle Earrings Boho Earrings Set Statement Earrings Alloy Long Boho Dangle Earrings for Women,396, AED 43.37 ,No discount, AED 68.11 
https://www.amazon.ae/Napier-Declaration-Crystal-Leverback-Earrings/dp/B01N184QVW/ref=sr_1_1401?qid=1686556596&s=fashion&sr=1-1401,Napier Women's Pierced Earrings Pearl Drop Leverback,397, AED 43.37 ,No discount, AED 49.08 
https://www.amazon.ae/%D8%A8%D9%82%D9%84%D8%A7%D8%AF%D8%A9-%D9%85%D8%AA%D8%AF%D9%84%D9%8A%D8%A9-%D8%A8%D8%A7%D9%84%D9%86%D8%AD%D8%A7%D8%B3-%D9%85%D8%AC%D9%88%D9%87%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D9%8A%D9%84%D8%A7%D8%AF/dp/B0BNPJLXGM/ref=sr_1_1402?qid=1686556596&s=fashion&sr=1-1402,عقد بقلادة متدلية من الذهب الأبيض عيار 18 قيراط مطلية بالنحاس ، تغليف هدايا للنساء ، مجوهرات عصرية ، عيد ميلاد ، ذكرى سنوية ، عيد الأم ، عيد الميلاد(40 سم / 15.8 بوصة),398, AED 43.37 ,No discount, AED 39.99 
https://www.amazon.ae/Yellow-Chimes-Multicolor-Triple-Bracelet/dp/B077JM6V8G/ref=sr_1_1445?qid=1686556602&s=fashion&sr=1-1445,Yellow Chimes Multicolor Triple Gold/Silver Plated Alloy Charm Bracelet for Women &amp; Girls,403, AED 43.37 ,No discount, AED 29.06 
https://www.amazon.ae/Platinum-Elegant-Austrian-Crystal-Adjustable/dp/B077JJPPFP/ref=sr_1_1446?qid=1686556602&s=fashion&sr=1-1446,Yellow Chimes Platinum Plated Trendy Elegant Austrian Crystal Heart Cut Adjustable Ring for Women and Girls,404, AED 43.37 ,No discount, AED 45.00 
https://www.amazon.ae/Carissima-Womens-Belcher-Bracelet-Length/dp/B00IBHMZL6/ref=sr_1_1447?qid=1686556602&s=fashion&sr=1-1447,Carissima Gold Women's 9 ct Gold Heart Charm Round Belcher Chain Bracelet of Length 18 cm/7 Inch,405, AED 43.37 ,No discount, AED 276.10 
https://www.amazon.ae/Zaveri-Pearls-Traditional-Non-PrecioUS-Women-Zpfk8692/dp/B07Q31D195/ref=sr_1_1448?qid=1686556602&s=fashion&sr=1-1448,Zaveri Pearls Traditional Non-PrecioUS Metal Gold Tone Gold Plated Kundan Payal For Women-Zpfk8692,407, AED 43.37 ,No discount, AED 23.00 
https://www.amazon.ae/Guess-Womens-Stainless-Steel-Bracelet/dp/B09P8V5JJQ/ref=sr_1_1449?qid=1686556602&s=fashion&sr=1-1449,Guess Women's G Logo Stainless Steel Gold Curb Chain Charm Bracelet,408, AED 43.37 ,No discount, AED 133.11 
https://www.amazon.ae/Sunflower-Necklace-Sunshine-Engraved-Pendant/dp/B08Z3KGWKC/ref=sr_1_1450?qid=1686556602&s=fashion&sr=1-1450,Sunflower Locket Necklace You are My Sunshine Engraved Pendant Necklace for Women Girls with Nice Gift Box,409, AED 43.37 ,No discount, AED 37.99 
https://www.amazon.ae/JMIMO-Necklace-Friendship-Heart-shaped-Splicing/dp/B08G8L4CH4/ref=sr_1_1493?qid=1686556607&s=fashion&sr=1-1493,JMIMO Best Friends Necklace Friendship Gift BFF Women's Fashion Jewelry Necklace Good Friends Heart-shaped Splicing Necklace Weirdo 1 Weirdo 2 (2 Pcs),414, AED 43.37 ,No discount, AED 67.87 
https://www.amazon.ae/Oxidized-Stylish-Traditional-ChandBali-Earrings/dp/B084HCVS9G/ref=sr_1_1494?qid=1686556607&s=fashion&sr=1-1494,Yellow Chimes Silver German Silver Oxidized Brass Stylish Afghani Traditional ChandBali Earrings Women And Girls (5 Pair Combo),415, AED 43.38 ,No discount, AED 22.72 
https://www.amazon.ae/Jewseen-Cartilage-Piercing-Surgical-cubic-zirconia/dp/B0BMG8RQXZ/ref=sr_1_1495?qid=1686556607&s=fashion&sr=1-1495,Jewseen 16g Septum Ring Star Septum Jewelry Cartilage Earring Hoop Helix Piercing Jewelry Surgical Steel Tragus Earrings Daith Earrings Nose Ring Hoop for Women and Men,416, AED 43.38 ,No discount, AED 36.79 
https://www.amazon.ae/CRYSTALMIRACLE-Powerful-Handcrafted-Accessory-Meditation/dp/B079RYWV26/ref=sr_1_1496?qid=1686556607&s=fashion&sr=1-1496,CRYSTALMIRACLE Powerful Selenite Beaded Round Bracelet Crystal Healing Fashion Jewelry Men Women Gift Psychic Energy Handcrafted Accessory Wellness Peace Meditation Love,417, AED 43.38 ,No discount, AED 29.50 
https://www.amazon.ae/Kridzisw-Threadless-Stainless-Straight-16PCS-28PCS/dp/B0BHX64KP2/ref=sr_1_1497?qid=1686556607&s=fashion&sr=1-1497,Kridzisw 20G 18G Push in Threadless Nose Rings Stud Stainless Steel Straight Heart Star Opal Nose Rings Piercing Jewelry for Women Men Girls CZ 2MM 2.5MM 3MM 16PCS-28PCS,418, AED 43.38 ,No discount, AED 69.35 
https://www.amazon.ae/Alphabet-Letter-Initial-Sterling-Silver/dp/B07Q7MZ55P/ref=sr_1_1498?qid=1686556607&s=fashion&sr=1-1498,"Alphabet Charm Letter Beads,A-Z Letter Initial Spacer,Solid Woman' Sterling Silver Pandora Charm",419, AED 43.38 ,No discount, AED 55.54 
https://www.amazon.ae/Necklace-Pendant-Protection-Adjustable-Jewelry/dp/B0BNBGGY22/ref=sr_1_1541?qid=1686556613&s=fashion&sr=1-1541,2 PCS Evil Eye Necklace for Women Gold Pendant Hamsa Hand Protection Lucky Blue Eyes Evil Eye Charms Adjustable Choker Jewelry Gift Set,424, AED 43.38 ,No discount, AED 27.99 
https://www.amazon.ae/YADOCA-Stainless-Butterfly-Piercing-cubic-zirconia/dp/B0B1393SRQ/ref=sr_1_1542?qid=1686556613&s=fashion&sr=1-1542,YADOCA 16 Pcs 20G Nose Studs Surgical Steel L Shaped Nose Rings Studs for Women Opal CZ Heart Butterfly Nose Piercing Jewelry Silver Rose Gold,425, AED 43.38 ,No discount, AED 78.89 
https://www.amazon.ae/PAVOI-Colored-Lightweight-Chunky-Earrings/dp/B07ML324GG/ref=sr_1_1543?qid=1686556613&s=fashion&sr=1-1543,PAVOI 14K Gold Colored Lightweight Chunky Open Hoops | Gold Hoop Earrings for Women,426, AED 43.38 ,No discount, AED 63.82 
https://www.amazon.ae/Shining-Diva-Fashion-Earrings-10795er/dp/B07YLV2TPH/ref=sr_1_1544?qid=1686556613&s=fashion&sr=1-1544,"Shining Diva Fashion Stylish Crystal Gold Plated Hoop Earrings for Women (Golden , 10795er)",427, AED 43.38 ,No discount, AED 19.66 
https://www.amazon.ae/Piercing-Septum-Jewelry-Cartilage-16G%EF%BC%88Gold%EF%BC%89/dp/B0C1C1G14J/ref=sr_1_1545?qid=1686556613&s=fashion&sr=1-1545,"Piercing Kit, Nose Septum Rings Piercing Jewelry for Ear Lip Belly Button Tongue Tragus Cartilage Body Piercing Tools Kit with Piercing Needle 14G 16G（Gold）",428, AED 43.38 ,No discount, AED 89.99 
